ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
16659,1,CRATER FOOD & LIQUOR INC,CRATER FOOD & LIQUOR,1144 N MILWAUKEE AVE,IL,60642,1,2,12,1474,Package Goods,46478,RENEW,11/15/2010,11/16/2010,11/15/2012,11/15/2010,AAI,41.90242867,-87.66525449,"(41.90242867361201, -87.66525448664798)"
21091,1,HAPPY DAY CORPORATION,HAPPY DAY FOOD & LIQUOR,3755 W MONTROSE AVE 1ST,IL,60618,33,28,17,1474,Package Goods,68983,RENEW,1/25/2005,2/16/2005,2/15/2006,1/26/2005,AAI,41.96090206,-87.72270752,"(41.96090206112624, -87.72270752270556)"
289616,1,"EG 1, INC.",RED STAR LIQUOR,2719 N MILWAUKEE AVE,IL,60647,35,17,14,1474,Package Goods,1592180,RENEW,11/15/2005,11/16/2005,11/15/2006,11/30/2005,AAI,41.93067791,-87.70980864,"(41.930677906585835, -87.70980863494151)"
8468,1,"GREEN OAK FOOD & LIQUOR, INC.",GREEN OAK FOOD & LIQUOR INC,956 N LARRABEE ST,IL,60610,27,21,18,1474,Package Goods,33092,RENEW,11/12/2002,11/16/2002,5/15/2003,11/13/2002,AAI,41.90036123,-87.64323641,"(41.90036123056518, -87.6432364056876)"
467184,1,"DRIP DROP FOOD & LIQUORS, INC",Drip Drop Food & Liquor,5069 W MADISON ST,IL,60644,28,12,15,1474,Package Goods,2718459,ISSUE,4/3/2020,5/29/2020,6/15/2022,5/27/2020,AAI,41.88029609,-87.7524942,"(41.880296089471855, -87.7524941981518)"
372830,1,"WINTHROP MARKET, INC.",LAKEVIEW FOOD & LIQUOR,4106 N SHERIDAN RD,IL,60613,46,27,19,1474,Package Goods,2157676,RENEW,8/1/2016,8/16/2016,8/15/2018,8/2/2016,AAI,41.9570403,-87.65476289,"(41.95704029951324, -87.65476289220126)"
43797,1,"HAR-HIG LIQUORS, INC.","Har-Hig Liquors, Inc.",7154 W HIGGINS AVE,IL,60656,41,3,16,1474,Package Goods,66849,RENEW,9/10/2019,9/16/2019,9/15/2021,9/11/2019,AAI,41.98117283,-87.80670113,"(41.98117283405774, -87.8067011301986)"
5270,1,"JARDAN FOOD & LIQUOR, INC.",JARDAN FOOD & LIQUOR,317 E GARFIELD BLVD # 1,IL,60637,3,42,2,1474,Package Goods,11228,RENEW,7/12/2013,7/16/2013,7/15/2015,7/15/2013,AAI,41.79432493,-87.61852061,"(41.7943249341336, -87.61852060527603)"
86496,3,423 LARAMIE INC,BELMONTE LIQUORS,423 N LARAMIE AVE 1ST #,IL,60644,37,65,15,1474,Package Goods,7048,RENEW,10/24/2003,11/16/2003,11/15/2004,10/27/2003,AAI,41.88849311,-87.7552162,"(41.88849311049015, -87.75521619640824)"
11112,1,THE LAXI CORPORATION,LAXI LIQUOR,6922 W GRAND AVE 1ST,IL,60707,36,2,25,1474,Package Goods,47782,RENEW,1/23/2018,2/16/2018,2/15/2020,1/24/2018,AAI,41.9236807,-87.79867613,"(41.923680700297396, -87.79867612863558)"
4222,2,"AZUSA LIQUORS, INC.",Azusa Liquors Inc.,4411-4413 N BROADWAY,IL,60640,46,47,19,1474,Package Goods,1547975,RENEW,7/6/2015,7/16/2015,7/15/2017,7/7/2015,AAI,41.96215338,-87.6552352,"(41.96215337650536, -87.65523520127385)"
30120,1,"WEST LAKEVIEW LIQUORS, INC","WEST LAKEVIEW LIQUORS, INC",2156 W ADDISON ST,IL,60618,47,7,19,1474,Package Goods,24726,RENEW,12/15/2010,12/16/2010,12/15/2012,12/16/2010,AAC,41.94691237,-87.68326487,"(41.946912370190574, -87.68326487226962)"
4708,1,TWO-IN-ONE- INC,SAMS FOOD & LIQUOR,7901 S YATES BLVD  1,IL,60617,7,19,4,1474,Package Goods,10778,RENEW,7/25/2005,8/16/2005,8/15/2006,7/26/2005,AAI,41.75163817,-87.56608496,"(41.75163817349636, -87.5660849640853)"
6867,1,"J. FERAS FOOD & LIQUOR, INC.","J. FERAS FOOD & LIQUOR, INC.",2458 E 79TH ST 1,IL,60649,7,17,4,1474,Package Goods,16459,RENEW,11/14/2003,11/16/2003,2/15/2004,11/17/2003,AAI,41.7518728,-87.56386976,"(41.75187279550493, -87.56386975919362)"
21739,1,"SRD FOOD & LIQUORS, INC.",SRD FOOD & LIQUORS,3976 N ELSTON AVE,IL,60618,45,29,17,1474,Package Goods,71937,RENEW,2/15/2007,2/16/2007,12/15/2008,3/2/2007,AAI,41.953514,-87.71901777,"(41.95351400196992, -87.7190177666529)"
464901,1,1410 W DEVON LLC,HAHN LIQUORS,1410 W DEVON AVE ST,IL,60660,49,2,24,1474,Package Goods,2704205,ISSUE,3/9/2020,8/5/2020,8/15/2022,8/5/2020,AAI,,,
464901,1,1410 W DEVON LLC,HAHN LIQUORS,1410 W DEVON AVE ST,IL,60660,49,2,24,1474,Package Goods,2704205,RENEW,8/24/2022,8/16/2022,8/15/2024,8/25/2022,AAI,,,
9112,1,HOMAN & CARROLL FOOD/LIQUORS,HOMAN & CARROLL FOOD/LIQUORS,3358 W CARROLL AVE,IL,60624,28,2,11,1474,Package Goods,22010,RENEW,11/14/2003,11/16/2003,8/15/2004,11/18/2003,AAI,41.88757009,-87.71108389,"(41.887570091364616, -87.71108389170676)"
24173,1,"VAS LIQUORS, INC.",VAS FOREMOST LIQUORS,2300-2304 N MILWAUKEE AVE 1ST,IL,60647,1,19,14,1474,Package Goods,1171,RENEW,10/20/2009,11/16/2009,11/15/2011,10/21/2009,AAI,41.92284258,-87.69748748,"(41.922842576706046, -87.69748748180638)"
465419,1,SHREE NARNARAYAN DEV INC.,DIVERSEY PRESTIGE LIQUORS,946 W DIVERSEY PKWY,IL,60614,44,29,19,1474,Package Goods,2708980,ISSUE,1/22/2020,8/28/2020,9/15/2022,8/28/2020,AAI,41.93275786,-87.65333073,"(41.9327578636931, -87.65333073313751)"
217252,1,"8900 COMMERCIAL FOOD & LIQUOR, INC.","8900 COMMERCIAL FOOD & LIQUOR, INC.",8900 S COMMERCIAL AVE,IL,60617,10,18,4,1474,Package Goods,1167163,RENEW,6/19/2012,7/16/2012,7/15/2014,6/20/2012,AAI,41.73363699,-87.5514903,"(41.733636989361216, -87.55149029611536)"
4161,1,PLAZA FOOD & LIQUOR INC.,PLAZA FOOD & LIQUOR,3459 W OGDEN AVE  1,IL,60623,24,9,10,1474,Package Goods,8777,RENEW,8/15/2018,8/16/2018,2/15/2021,8/16/2018,AAC,41.85526591,-87.71240156,"(41.85526590922669, -87.71240156240032)"
6091,1,"D. & S. FOOD & LIQUORS, INC.",D & S FOOD & LIQUOR INC,1650 E 79TH ST,IL,60649,8,13,4,1474,Package Goods,12591,RENEW,2/9/2004,2/16/2004,2/15/2005,2/10/2004,AAI,41.75161868,-87.5837251,"(41.75161868179661, -87.58372509914342)"
85483,3,AHMAD KESHTA,ADAM'S FOOD/LIQUOR,215-219 S WESTERN AVE,IL,60612,27,17,12,1474,Package Goods,8023,RENEW,5/9/2002,5/16/2002,11/15/2002,5/10/2002,AAI,41.87810281,-87.68620577,"(41.878102805968325, -87.686205767174)"
6910,1,A. K. I. INCORPORATED,BUDGET FOOD & LIQUOR,2504 E 79TH ST,IL,60649,7,17,4,1474,Package Goods,16667,RENEW,12/14/2010,12/16/2010,12/15/2012,12/15/2010,AAI,41.75187622,-87.56358118,"(41.751876222428905, -87.56358118181382)"
280718,1,SHAGUN ENTERPRISES  INC.,PRESTIGE LIQUORS,2008 W 63RD ST,IL,60636,16,5,7,1474,Package Goods,1518136,RENEW,7/21/2006,8/16/2006,8/15/2007,7/21/2006,AAI,41.77942004,-87.67433255,"(41.779420042281316, -87.67433254640225)"
28249,1,BEL-PORT FOOD & LIQUOR INC,BEL-PORT FOOD & LIQUOR INC,1362 W BELMONT AVE 1ST,IL,60657,44,9,19,1474,Package Goods,17176,RENEW,1/19/2015,2/16/2015,2/15/2017,1/20/2015,AAI,41.93987783,-87.6636305,"(41.9398778254098, -87.66363050230397)"
10242,1,W K R B FOOD & LIQUOR INC.,W K R B FOOD & LIQUOR,9361 S COTTAGE GROVE AVE 1ST,IL,60619,8,15,6,1474,Package Goods,25167,RENEW,11/14/2005,11/16/2005,11/15/2006,11/15/2005,AAI,41.72386029,-87.60436472,"(41.723860289309755, -87.60436472084245)"
65476,1,"LAWREL LIQUORS, INC.",LAWREL LIQUORS,4471 -4475 W LAWRENCE AVE  FIRST,IL,60630,39,10,17,1474,Package Goods,83171,RENEW,1/29/2004,2/16/2004,2/15/2005,1/29/2004,AAI,41.96799336,-87.74072635,"(41.96799335620968, -87.74072634914224)"
4702,2,"S & M LIQUORS, INC.",CACTUS FOOD & LIQUOR,3358 W IRVING PARK RD 1ST,IL,60618,33,15,17,1474,Package Goods,38362,RENEW,2/10/2004,2/16/2004,2/15/2005,2/11/2004,AAI,41.95396745,-87.71284661,"(41.953967444654275, -87.71284661270427)"
6033,2,I. S. FOOD & LIQUOR INC.,I S FOOD & LIQUOR,1025 W 63RD ST 1ST,IL,60621,16,34,7,1474,Package Goods,2084799,RENEW,9/3/2016,10/16/2016,10/15/2018,9/6/2016,AAI,41.77955252,-87.65079461,"(41.77955252225541, -87.65079461074554)"
8084,1,SOLID GOLD FOOD & LIQUOR INC,SOLID GOLD FOOD & LIQUOR,3821-3823 W ROOSEVELT RD,IL,60624,24,28,10,1474,Package Goods,24261,RENEW,4/30/2003,5/16/2003,11/15/2003,5/1/2003,AAI,41.86611949,-87.72092757,"(41.86611949397407, -87.72092757399619)"
328231,1,DIVERSEY PRESTIGE LIQUOR AND FOOD CORP.,DIVERSEY PRESTIGE LIQUOR,946 W DIVERSEY PKWY 1,IL,60614,44,29,19,1474,Package Goods,1892412,RENEW,3/18/2019,4/16/2019,7/15/2021,4/8/2019,AAI,41.93275786,-87.65333073,"(41.9327578636931, -87.65333073313751)"
244888,1,"MITUL & PARTH,  INC.",MORANDS LIQUORS,10516 S WESTERN AVE,IL,60643,19,61,22,1474,Package Goods,1227864,RENEW,7/15/2019,7/16/2019,7/15/2021,7/15/2019,AAC,41.70218656,-87.68163354,"(41.702186564066714, -87.68163353848993)"
63593,1,EXPRESS FOOD & LIQUOR,EXPRESS FOOD AND LIQUOR,3904 S WENTWORTH AVE 1ST,IL,60609,3,47,9,1474,Package Goods,26788,RENEW,2/13/2007,2/16/2007,5/15/2009,2/14/2007,AAI,41.82344934,-87.6315112,"(41.82344933945207, -87.63151119655043)"
374479,1,"ADDISON FOOD & LIQUOR, INC",MAX' FOOD & LIQUOR 1,3550 N AUSTIN AVE 1 UNIT C,IL,60634,30,27,16,1474,Package Goods,2178044,ISSUE,11/5/2012,8/9/2013,8/15/2015,8/9/2013,AAI,41.94548695,-87.77663733,"(41.94548695122975, -87.7766373253142)"
14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,IL,60630,39,7,17,1474,Package Goods,140,RENEW,12/14/2007,12/16/2007,12/15/2009,12/17/2007,AAI,41.96826704,-87.73549835,"(41.96826704228533, -87.73549834843345)"
6292,1,"SUNSET LIQUOR & FOOD MART, INC.",SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,IL,60651,29,13,15,1474,Package Goods,13543,RENEW,11/3/2003,11/16/2003,11/15/2004,12/12/2003,AAI,41.90190966,-87.77390477,"(41.90190966343413, -87.77390476810488)"
302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,IL,60657,44,39,19,1474,Package Goods,1583,RENEW,2/14/2005,2/16/2005,2/15/2006,2/15/2005,AAI,41.94002036,-87.65417211,"(41.940020360226804, -87.65417210636889)"
64366,1,"ASA CONSOLIDATED, INC.",TOM'S FOOD & LIQUOR,5201 W LAKE ST 1ST,IL,60644,37,11,15,1474,Package Goods,46029,RENEW,5/11/2005,5/16/2005,5/15/2006,5/12/2005,AAI,41.88709515,-87.75538925,"(41.88709515133673, -87.7553892485105)"
20086,1,DAILY FOOD & LIQUOR INC.,DAILY FOOD & LIQUOR INC,3958 W ARTHINGTON ST,IL,60624,24,17,11,1474,Package Goods,63981,RENEW,8/12/2010,8/16/2010,8/15/2012,8/12/2010,AAI,41.86991791,-87.72519092,"(41.86991790900095, -87.72519091966551)"
26543,1,HML LIQUORS,Foremost Liquors,3014 N ASHLAND AVE,IL,60657,32,40,19,1474,Package Goods,10805,RENEW,1/19/2017,2/16/2017,2/15/2019,1/20/2017,AAI,41.93653174,-87.66869565,"(41.936531736161136, -87.66869564794223)"
24160,1,"DANNY'S LIQUORS, INC.",DANNY'S LIQUORS,3018 N MILWAUKEE AVE 1ST,IL,60618,35,25,25,1474,Package Goods,1119,RENEW,12/12/2012,12/16/2012,12/15/2014,12/13/2012,AAI,41.93598866,-87.71898231,"(41.93598865891675, -87.71898231267689)"
9471,1,P & B LIQUOR & FOOD INC,P & B LIQUOR & FOOD INC,2501 W LAWRENCE AVE,IL,60625,40,40,19,1474,Package Goods,23378,RENEW,11/10/2007,11/16/2007,9/15/2009,11/13/2007,AAI,41.96848269,-87.69140891,"(41.96848268957195, -87.6914089058082)"
210063,1,YAUCO FOODS INC.,YAUCO FOODS & LIQUOR,2744 W DIVISION ST 1,IL,60622,26,35,14,1474,Package Goods,1577383,RENEW,11/17/2008,11/16/2008,11/15/2010,11/18/2008,AAI,41.90304034,-87.6962224,"(41.903040338177476, -87.69622240403106)"
233,1,"ARCADIA LIQUORS, INC.",FOREMOST LIQUORS,3301 W NORTH AVE 1ST,IL,60647,26,12,14,1474,Package Goods,1216,RENEW,10/25/2013,11/16/2013,11/15/2015,10/28/2013,AAI,41.90997097,-87.70949762,"(41.90997097432308, -87.70949761510845)"
319069,1,"ISHAN ENTERPRISE, INC.",ALL STAR FOOD & LIQUOR,2911-2913 S ARCHER AVE,IL,60608,11,7,9,1474,Package Goods,1922125,ISSUE,12/8/2008,6/19/2009,12/15/2009,6/19/2009,AAI,41.84148404,-87.65802198,"(41.841484039148106, -87.65802197756173)"
16133,1,"DIA FOOD & LIQUOR, INC.",DIA FOOD & LIQUOR,1478 W 115TH ST 1ST,IL,60643,21,55,22,1474,Package Goods,41856,RENEW,7/10/2009,7/16/2009,7/15/2011,7/13/2009,AAI,41.6849558,-87.65972583,"(41.68495579836147, -87.65972582896248)"
20516,1,"MIKE & SONS, INC.",FOREMOST LIQUORS,4616 N KEDZIE AVE 1ST,IL,60625,33,27,17,1474,Package Goods,66519,RENEW,9/6/2015,9/16/2015,9/15/2017,9/8/2015,AAI,41.96523,-87.70852087,"(41.96523000255944, -87.70852087128556)"
296782,1,FRIENDLY F & L CORPORATION,Friendly Food & Liquors,4262 N MILWAUKEE AVE,IL,60641,45,48,16,1474,Package Goods,1646378,RENEW,8/14/2013,8/16/2013,8/15/2015,8/14/2013,AAI,41.95857343,-87.75287069,"(41.95857342765053, -87.75287069440625)"
8282,1,"R.H.A. FOOD & LIQUOR, INC.",SKIP'S FOOD AND LIQUOR,5515 S DAMEN AVE,IL,60636,16,43,7,1474,Package Goods,20419,RENEW,8/7/2006,8/16/2006,8/15/2007,8/25/2006,AAI,41.79306663,-87.67412143,"(41.79306663087074, -87.67412142900783)"
30809,1,TOMARAS & TOMARAS LIMITED,ARCHER LIQUORS,5996 S ARCHER AVE  1,IL,60638,23,45,8,1474,Package Goods,27601,RENEW,11/13/2003,11/16/2003,2/15/2004,11/13/2003,AAI,41.79522214,-87.76631287,"(41.7952221413764, -87.76631286819415)"
4498,1,"THOMAS FOOD & LIQUORS, INC.",TOM'S FOOD & LIQUORS,4141 N SHERIDAN RD 1ST,IL,60613,46,25,19,1474,Package Goods,39282,RENEW,11/14/2002,11/16/2002,5/15/2003,11/14/2002,AAI,41.9577525,-87.65449094,"(41.957752498929985, -87.65449093694838)"
24139,1,600 SOUTH CICERO INC,BELMONTE LIQUORS,600 S CICERO AVE 1ST,IL,60644,29,46,15,1474,Package Goods,1000,RENEW,4/18/2006,5/16/2006,5/15/2007,4/19/2006,AAI,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
270755,1,QVAC INC.,BALTIMORE FOOD & LIQUOR,13322-13324 S BALTIMORE AVE,IL,60633,10,17,4,1474,Package Goods,1446832,RENEW,11/8/2005,11/16/2005,11/15/2006,11/14/2005,AAI,41.65296461,-87.54729865,"(41.652964611693584, -87.547298652826)"
25567,1,AMADOR INC.,AMADOR LIQUORS,1167 W 18TH ST 1ST,IL,60608,25,17,12,1474,Package Goods,7080,RENEW,1/30/2006,2/16/2006,2/15/2007,1/31/2006,AAI,41.8578535,-87.65584444,"(41.85785350216738, -87.65584443961771)"
11681,1,"MELISSA'S FOOD AND LIQUORS, INC.",MELISSA'S FOOD & LIQUORS INC,3867 W GRAND AVE  1,IL,60651,36,4,25,1474,Package Goods,29495,RENEW,5/14/2003,5/16/2003,11/15/2003,5/15/2003,AAI,41.90505946,-87.72395139,"(41.90505945464545, -87.72395138453922)"
216137,1,BUY LOW LIQUORS INC.,CENTRAL BUY LOW LIQUOR,3360 W MONTROSE AVE,IL,60618,33,33,17,1474,Package Goods,1145649,RENEW,10/17/2002,11/16/2002,5/15/2003,10/18/2002,AAI,41.96123967,-87.71307662,"(41.96123967064833, -87.7130766179954)"
7947,1,SHERIDAN PARK FOOD & LIQUOR,SHERIDAN PARK FOOD & LIQUOR,1255 W WILSON AVE,IL,60640,46,42,19,1474,Package Goods,19501,RENEW,8/15/2005,8/16/2005,8/15/2006,8/16/2005,AAI,41.96522681,-87.66180291,"(41.96522681199653, -87.66180290683036)"
3770,1,KUPBOARD INC,KUPBOARD FOOD & LIQUORS,4101 W 47TH ST  1,IL,60632,14,28,8,1474,Package Goods,7164,RENEW,,5/16/2003,11/15/2003,5/15/2003,AAI,41.80773041,-87.72609049,"(41.807730408101726, -87.7260904940538)"
11061,1,"E R & J FOOD & LIQUOR, INC","E R & J FOOD & LIQUOR, INC",654-658 E 67TH ST,IL,60637,20,18,3,1474,Package Goods,26593,RENEW,10/29/2002,11/16/2002,5/15/2003,10/31/2002,AAI,41.77320469,-87.60844501,"(41.77320468916255, -87.60844500807036)"
4096,1,LAT'S INC. 1,LAT'S LIQUOR,1200 E 71ST ST 1ST,IL,60619,5,23,3,1474,Package Goods,8540,RENEW,10/15/2014,10/16/2014,1/15/2016,6/30/2015,AAI,41.76601245,-87.59584092,"(41.76601245206537, -87.59584091827482)"
288,1,MARIE'S LIQUORS INC.,MARIE'S LIQUORS INC.,4127-4129 W LAWRENCE AVE 1,IL,60630,39,6,17,1474,Package Goods,1530,RENEW,1/14/2022,12/16/2021,12/15/2023,5/3/2022,AAI,41.96809026,-87.73166809,"(41.96809025848692, -87.73166808626459)"
346079,1,JEFF FOOD & LIQUOR INCORPORATED,JEFF FOOD & LIQUOR,8258 S HALSTED ST 1,IL,60620,17,34,6,1474,Package Goods,1986240,RENEW,7/10/2014,7/16/2014,7/15/2016,7/29/2014,AAI,41.74344752,-87.64397976,"(41.74344751457781, -87.64397976337602)"
37223,1,"JOE'S LIQUOR STORE, INC.",JOE'S LIQUOR STORE,2543 W 63RD ST 1ST,IL,60629,16,48,8,1474,Package Goods,49426,RENEW,11/15/2007,11/16/2007,10/15/2009,11/15/2007,AAI,41.77909269,-87.68778843,"(41.77909268469035, -87.68778842592324)"
288079,1,"6343 CALIFORNIA, INC.",CALIFORNIA FOOD & LIQUORS,6343 N CALIFORNIA AVE,IL,60659,50,26,24,1474,Package Goods,1577777,RENEW,1/20/2015,2/16/2015,2/15/2017,1/21/2015,AAI,41.99703015,-87.69947325,"(41.99703014592481, -87.69947325070372)"
327566,1,BELMONT LIQUORS INC,MAX'S FOOD + LIQUOR,6200 W BELMONT AVE 1,IL,60634,30,41,16,1474,Package Goods,1889034,RENEW,10/5/2015,10/16/2015,10/15/2017,10/6/2015,AAI,41.93849348,-87.78119683,"(41.93849347975001, -87.78119682742441)"
17745,1,"HADDAD FOOD & LIQUOR, INC.",PRESTIGE LIQUORS,345 N CENTRAL AVE  E,IL,60644,37,1,15,1474,Package Goods,53046,RENEW,4/8/2017,5/16/2017,5/15/2019,4/10/2017,AAI,41.88708768,-87.76495725,"(41.88708768190208, -87.76495725072779)"
6091,1,"D. & S. FOOD & LIQUORS, INC.",D & S FOOD & LIQUOR INC,1650 E 79TH ST,IL,60649,8,13,4,1474,Package Goods,12591,RENEW,11/12/2003,11/16/2003,2/15/2004,11/13/2003,AAI,41.75161868,-87.5837251,"(41.75161868179661, -87.58372509914342)"
332736,1,BRAVO FOOD & LIQUOR LLC,BRAVO FOOD & LIQUOR LLC,617 W 43RD ST,IL,60609,11,15,9,1474,Package Goods,1910229,RENEW,1/14/2010,1/16/2010,1/15/2012,1/15/2010,AAI,41.8161431,-87.64153861,"(41.816143096596505, -87.64153860716644)"
12000,1,RED STAR LIQUORS INC,RED STAR LIQUORS INC,2715 N MILWAUKEE AVE,IL,60647,35,17,14,1474,Package Goods,30055,RENEW,5/14/2003,5/16/2003,11/15/2003,5/16/2003,AAI,41.93060513,-87.70968937,"(41.930605133145264, -87.70968936811575)"
7530,1,THUNDER FOOD & LIQUOR INC.,THUNDER FOOD & LIQUOR,1018 E 93RD ST 1ST,IL,60619,8,64,4,1474,Package Goods,18368,RENEW,11/10/2005,11/16/2005,11/15/2006,11/17/2005,AAI,41.7259007,-87.59884336,"(41.72590070116011, -87.59884336111278)"
6462,1,SAFAH FOOD & LIQUORS INC,SAFAH FOOD & LIQUOR INC,7105 S RACINE AVE,IL,60636,17,20,7,1474,Package Goods,14104,RENEW,8/9/2005,8/16/2005,8/15/2006,8/10/2005,AAI,41.7648964,-87.65396483,"(41.76489640024705, -87.65396483351302)"
300574,1,"BP FOOD & LIQUOR, INC.",BEL PARK FOOD & LIQUOR,4752 W BELMONT AVE,IL,60641,30,39,17,1474,Package Goods,1682481,RENEW,7/13/2021,8/16/2021,8/15/2023,7/14/2021,AAI,41.93894783,-87.74600478,"(41.93894783061534, -87.7460047806082)"
6675,1,NAWAL FOOD & LIQUOR INC,Quick Stop Liquors,3800 W 63RD ST  1,IL,60629,23,31,8,1474,Package Goods,15398,RENEW,9/28/2015,10/16/2015,10/15/2017,9/29/2015,AAI,41.77884246,-87.71798,"(41.77884245835343, -87.71798000268852)"
63298,1,GA & 7M CORPORATION,LARAMIE FOOD & LIQUOR,200 S LARAMIE AVE  1,IL,60644,29,14,15,1474,Package Goods,20227,RENEW,5/10/2013,5/16/2013,5/15/2015,5/13/2013,AAI,41.87842317,-87.75514145,"(41.87842317327235, -87.7551414485292)"
27967,1,T. BELMONTE INC.,BELMONTE LIQUORS,5336 W CHICAGO AVE,IL,60651,37,46,15,1474,Package Goods,16084,RENEW,10/7/2005,11/16/2005,11/15/2006,10/11/2005,AAI,41.89500849,-87.75962331,"(41.89500849227852, -87.7596233106205)"
11217,1,J & A LIQUOR INC.,J & A LIQUORS INC,3213 W LAWRENCE AVE,IL,60625,33,26,17,1474,Package Goods,26991,RENEW,9/11/2019,9/16/2019,9/15/2021,9/11/2019,AAI,41.96833424,-87.70903912,"(41.96833424139983, -87.7090391214341)"
6597,1,"FARIS, INC.",GEORGE'S LIQUOR & FOOD,1438 W 95TH ST,IL,60643,21,18,22,1474,Package Goods,14991,RENEW,7/29/2005,8/16/2005,8/15/2006,8/17/2005,AAI,41.72136414,-87.65941509,"(41.721364144260306, -87.6594150859948)"
86496,2,423 LARAMIE INC,BELMONTE LIQUORS,5000-5002 W CHICAGO AVE 1ST #,IL,60651,37,36,15,1474,Package Goods,7045,RENEW,10/21/2019,11/16/2019,11/15/2021,10/22/2019,AAI,41.89507338,-87.75076924,"(41.89507338102242, -87.75076923891397)"
4325,1,IBRAHIM CORPORATION,KING FOOD & LIQUOR,560 E 71ST ST 1,IL,60619,6,,3,1474,Package Goods,9410,RENEW,10/27/2005,11/16/2005,11/15/2006,10/28/2005,AAI,41.76590278,-87.61049166,"(41.765902781071134, -87.61049166037887)"
246865,1,"THE CARACOL GROUP, INCORPORATED",CROWN LIQUORS,2821 N MILWAUKEE AVE 1,IL,60618,35,11,14,1474,Package Goods,1245748,RENEW,12/15/2010,12/16/2010,12/15/2012,1/26/2011,AAI,41.93250194,-87.71279996,"(41.932501940013964, -87.71279995528784)"
24070,1,J & B LIQUORS INC,J & B LIQUORS INC,12258 S MICHIGAN AVE 1ST #,IL,60628,9,50,5,1474,Package Goods,581,RENEW,,9/16/2023,9/15/2025,9/15/2023,AAI,41.67080641,-87.62043826,"(41.67080641359029, -87.62043825491395)"
29944,1,"BATRAN SIX, INC.",PELLY'S LIQUORS,3444 N LINCOLN AVE,IL,60657,47,22,19,1474,Package Goods,24075,RENEW,5/1/2002,5/16/2002,11/15/2002,5/2/2002,AAI,41.94442161,-87.67213687,"(41.944421605489346, -87.67213687375063)"
9165,2,ALIZE FOOD & LIQUOR INC,E & J FOOD & LIQUORS,5439 S DAMEN AVE 1ST,IL,60609,16,19,9,1474,Package Goods,2079087,ISSUE,2/18/2011,7/19/2011,7/15/2013,7/19/2011,AAI,41.79458551,-87.67417489,"(41.79458551071768, -87.67417489245848)"
14351,1,"NORM AND DEE'S LIQUORS, INC",NORM & DEE'S LIQUORS,5800 W GRAND AVE 1,IL,60639,36,39,25,1474,Package Goods,36688,RENEW,2/1/2006,2/16/2006,2/15/2007,2/1/2006,AAI,41.9197749,-87.77072653,"(41.9197749009712, -87.77072652582828)"
14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,IL,60630,39,7,17,1474,Package Goods,140,RENEW,2/6/2006,2/16/2006,2/15/2007,2/7/2006,AAI,41.96826704,-87.73549835,"(41.96826704228533, -87.73549834843345)"
366171,1,KEDZIE BEVERAGES INC.,NELSON FOOD & LIQUOR,3201 W 63RD PL,IL,60629,14,1,8,1474,Package Goods,2114980,RENEW,3/16/2018,4/16/2018,4/15/2020,3/19/2018,AAI,41.77793576,-87.70322439,"(41.77793576167579, -87.70322438611822)"
35423,1,"A & G FOODS, INC.",A&G WHOLESALE FOODS LIQUORS,6945 S STATE ST 1ST,IL,60637,6,66,3,1474,Package Goods,44376,RENEW,6/16/2011,7/16/2011,7/15/2013,6/17/2011,AAI,41.76783128,-87.62476594,"(41.76783127922076, -87.62476593969627)"
62878,1,"MHP, INC.",WORLD WIDE LIQUORS,6715 N NORTHWEST HWY 1ST,IL,60631,41,5,16,1474,Package Goods,8844,RENEW,7/22/2016,8/16/2016,8/15/2018,7/25/2016,AAI,42.00318739,-87.81657183,"(42.00318739128336, -87.8165718280094)"
3783,1,STEWART LIQUORS INC.,STEWART LIQUORS INC,356 W 75TH ST 1ST,IL,60621,6,48,7,1474,Package Goods,7209,RENEW,11/5/2003,11/16/2003,11/15/2004,11/5/2003,AAI,41.75819004,-87.63434464,"(41.7581900395508, -87.63434463773741)"
62676,1,"CRESPO FOOD & LIQUORS, LLC",CRESPO FOOD & LIQUOR,2157 W NORTH AVE 1ST #,IL,60647,1,2,14,1474,Package Goods,4209,RENEW,11/13/2019,11/16/2019,11/15/2021,11/13/2019,AAI,41.91028619,-87.68215129,"(41.910286186860006, -87.68215128990266)"
80,1,"JERUSALEM LIQUORS, INC.",JERUSALEM LIQUORS,3133-3135 W LAWRENCE AVE 1,IL,60625,33,3,17,1474,Package Goods,1495591,ISSUE,,6/21/2004,11/15/2004,6/21/2004,AAI,41.9683547,-87.70739433,"(41.96835470022669, -87.7073943249261)"
